# init omega gamma A f
1.535236701e+00 2.072863593e+00 6.968596181e-02 3.808263195e+01 3.671159845e+00
-1.113376095e+00 1.361746717e+00 2.470748584e-01 6.237332236e+00 4.623272137e+00
1.255428799e+00 9.682151577e-01 3.516479922e-01 1.673463642e+01 3.594005613e+00
6.472174841e-01 2.298148871e+00 4.224515665e-01 1.457795817e+01 4.122133261e+00
-3.200743857e-01 2.304511711e+00 2.815812133e-01 9.091254962e+00 5.651046152e+00
-1.148776988e-01 2.270527122e+00 2.083152286e-01 1.672682035e+01 3.705468734e+00
2.089161770e-01 1.845490232e+00 2.489960134e-01 3.727703248e+01 3.432044967e+00
9.852749469e-01 3.079265571e+00 6.508864155e-01 4.946256765e+00 3.659068051e+00
-2.878637613e-01 1.860675162e+00 5.011312202e-01 3.170630320e+01 5.710534528e+00
-1.337340946e+00 2.388503132e+00 4.849550872e-01 2.381736194e+01 5.995395988e+00
1.231426999e+00 2.672215622e+00 7.342361939e-01 3.509485330e+01 4.941207927e+00
-1.423950609e+00 3.083783133e+00 1.220058232e-01 1.503785561e+01 5.423922560e+00
8.572848920e-01 2.362967285e+00 2.058718223e-01 3.533105049e+01 5.065469215e+00
1.093938543e+00 2.090882214e+00 6.785793864e-01 3.335909828e+01 5.558484715e+00
7.903931000e-01 2.541727204e+00 3.804834060e-01 2.992832957e+01 3.154127971e+00
-6.811056189e-01 9.383878785e-01 5.425097713e-01 3.151127935e+01 5.696149610e+00
-1.549722672e+00 8.445605671e-01 7.817711567e-01 2.634190446e+01 5.732125960e+00
8.684778121e-02 2.211243148e+00 3.296027311e-01 3.777195895e+01 5.224842065e+00
-2.902522577e-01 2.534436354e+00 8.617223533e-02 2.559129284e+01 4.017784623e+00
-4.043502333e-01 2.710370302e+00 1.239527242e-01 1.451652047e+01 5.181976761e+00
-1.456136641e+00 2.761188823e+00 7.294719494e-01 1.180319595e+01 3.965607195e+00
-3.795314553e-02 1.767507256e+00 6.132445714e-02 2.925256807e+00 5.964222322e+00
1.410406583e+00 1.319681483e+00 5.641281985e-01 3.667994398e+00 4.285232627e+00
3.839301972e-01 3.075376875e+00 3.507761261e-02 1.707902306e+01 5.942051222e+00
-2.804311953e-01 1.141328113e+00 4.524978649e-01 3.753970707e+01 4.125903582e+00
-1.083327481e+00 3.085270266e+00 4.650736873e-01 2.653741463e+01 6.203702087e+00
6.042809623e-01 2.052284247e+00 6.527899209e-01 3.290651822e+01 3.884091885e+00
2.422297757e-01 1.475296647e+00 1.622918313e-01 2.288047078e+01 6.012742422e+00
1.312961561e+00 2.761052644e+00 7.421059222e-03 3.730056971e+01 5.768676746e+00
-5.157364740e-01 2.094394787e+00 4.962394921e-01 2.880280888e+01 4.094464059e+00
-2.771792326e-01 2.751229441e+00 2.329445296e-01 2.788550995e+01 4.200419109e+00
-1.021325289e+00 1.701358682e+00 6.702677022e-02 2.478836927e+01 5.312081074e+00
2.014123091e-01 2.640527203e+00 2.035629659e-01 2.965195403e+01 4.582673809e+00
1.564577050e+00 1.911188291e+00 5.724711000e-01 2.529928134e+01 4.892944486e+00
-9.389973113e-01 3.081686032e+00 1.916196141e-01 6.608677535e+00 3.908213679e+00
-1.149829969e+00 2.226226344e+00 2.366013499e-01 1.817387083e+01 4.898106911e+00
-1.128834053e+00 2.474235145e+00 6.426869967e-01 3.041846477e+01 5.059754274e+00
-5.475619123e-01 2.869191637e+00 5.537379724e-01 2.303106178e+01 3.331063424e+00
1.277013032e+00 1.565553464e+00 2.063888225e-01 1.579276756e+01 3.316156461e+00
-5.306511653e-01 2.289052557e+00 4.763481478e-01 3.107656635e+01 4.824640198e+00
-1.267666150e-01 1.054477165e+00 1.449148656e-01 2.321899657e+01 3.467714066e+00
1.395801356e+00 2.215733278e+00 3.255580342e-01 2.820160450e+01 4.921654699e+00
-3.715301503e-01 1.958218345e+00 1.518390931e-01 3.792695357e+01 6.121951995e+00
-2.474224349e-01 2.326995842e+00 5.230624285e-01 2.122267864e+01 4.659336796e+00
1.397402623e+00 2.512280183e+00 8.602262283e-02 1.780206764e+01 3.294355851e+00
-6.922968352e-01 3.022107578e+00 6.347993248e-01 2.981230886e+01 4.368619907e+00
-9.793682978e-01 2.167954592e+00 8.844125171e-02 8.545611302e+00 3.508742134e+00
7.183483166e-01 2.466662234e+00 5.633078395e-01 1.750813341e+01 4.904116541e+00
-2.731352313e-01 9.447318191e-01 2.033845891e-01 4.411904764e+00 5.547291529e+00
2.457642256e-01 1.970798261e+00 6.322251233e-01 1.442276471e+01 6.060787362e+00
1.438439420e+00 1.790716546e+00 7.051802937e-01 2.562740106e+01 5.423711597e+00
8.190268062e-01 2.175011231e+00 3.874664850e-02 1.948950669e+01 4.739204569e+00
-1.428900454e-01 1.776828115e+00 7.955866684e-01 1.428068927e+00 6.073242491e+00
-1.123025257e+00 1.775366570e+00 1.648571818e-01 3.457785367e+01 3.657467415e+00
1.081798748e+00 1.541389342e+00 7.320720853e-01 1.599609960e+01 4.665892339e+00
2.914677995e-01 9.426363337e-01 2.282854392e-01 1.305978319e+00 3.539152628e+00
-1.297513888e+00 1.306698413e+00 5.098003622e-01 1.282817130e+01 3.378974170e+00
1.474174324e+00 2.737958017e+00 6.821106501e-01 4.138460646e+00 6.133151614e+00
-3.541676992e-01 2.575115562e+00 2.475176995e-03 1.317377256e+01 3.500194343e+00
-1.457730877e+00 2.642191473e+00 3.189368199e-01 2.675194474e+01 5.673633082e+00
1.396033806e+00 2.576598097e+00 3.906410859e-01 3.237116715e+01 3.476580992e+00
3.571831879e-01 1.917945679e+00 1.668697924e-01 1.920613918e+01 3.627049502e+00
-1.437919961e-01 1.651450627e+00 9.885060038e-02 2.171548199e+01 4.687553502e+00
-1.316222601e-01 2.640476810e+00 2.922443481e-01 2.639728496e+01 4.781099605e+00
1.425922676e+00 2.550322964e+00 4.756216864e-01 1.529606155e+01 3.386052181e+00
-6.276668751e-01 1.243951514e+00 1.089130532e-01 2.261056766e+00 5.651091176e+00
-4.523810116e-01 1.065960583e+00 5.842846115e-01 1.274849906e+01 4.214851548e+00
-1.096141701e+00 3.071550155e+00 4.200913132e-03 1.306368536e+01 5.193427190e+00
-8.364098163e-01 2.104818502e+00 2.460706635e-01 4.463626809e+00 6.045181055e+00
-1.423868284e+00 2.019421011e+00 7.540804612e-01 1.788338097e+01 4.815263661e+00
-4.756202562e-01 1.883536452e+00 7.709063089e-01 2.289770537e+01 5.742975845e+00
8.970381386e-01 1.402713854e+00 7.825819253e-01 3.141284878e+01 5.884040215e+00
-1.168068322e-01 2.166336344e+00 2.316664992e-01 1.560962203e+00 4.456546913e+00
2.186617519e-02 3.134364991e+00 4.805779860e-01 1.937283025e+01 3.935242761e+00
5.366498074e-01 2.549280589e+00 6.282557681e-01 2.618056251e+01 4.879097850e+00
-1.780392436e-01 2.001287571e+00 5.623581943e-01 8.796527281e+00 5.384163887e+00
-9.316966293e-01 1.671298359e+00 8.082646009e-02 3.503227785e+01 6.124707571e+00
1.227378650e+00 1.575641001e+00 3.321801287e-01 6.773696256e+00 3.444240029e+00
4.265349762e-01 1.872760256e+00 1.378189301e-01 6.885435551e+00 3.341147263e+00
