# init omega gamma A f
8.393622424e-01 1.172443883e+00 7.873956547e-02 4.965070008e-01 2.262288790e+00
1.411613289e+00 8.329273671e-01 4.820829229e-02 8.225183001e-01 2.701006740e+00
3.945984722e-01 1.323939642e+00 3.703712510e-01 1.215240950e-01 2.922978808e+00
2.481963224e-02 1.352433811e+00 4.423686268e-03 9.984225355e-01 2.297810011e+00
3.160328052e-01 1.351465745e+00 2.920776363e-01 5.939198234e-01 1.776041924e+00
1.021553813e+00 1.308097757e+00 2.240629844e-01 3.920323044e-01 2.868823455e+00
8.345257401e-01 1.483099650e+00 1.260587594e-01 7.917281171e-01 2.997647494e+00
1.197590802e+00 7.916689542e-01 1.278518799e-01 1.963683198e-01 2.660678640e+00
2.562836879e-01 1.329955064e+00 1.649234407e-01 3.862147710e-01 2.099307983e+00
1.075870369e+00 1.386946908e+00 4.362931603e-02 7.407456372e-01 1.937249778e+00
1.347118746e+00 7.937282700e-01 3.361178836e-01 9.428421918e-01 2.029370689e+00
1.555665076e+00 1.152511933e+00 2.012524900e-01 7.713959075e-01 2.216316839e+00
1.957387909e-01 8.646011550e-01 2.916309597e-02 7.843970318e-01 1.926733205e+00
1.363879299e+00 1.506993676e+00 2.747526734e-01 5.640787231e-01 3.030118433e+00
9.872156717e-02 1.447187473e+00 3.420013822e-01 7.263078461e-01 3.047288494e+00
1.353961932e-01 1.016691816e+00 1.615925623e-01 1.143471571e-01 2.916826478e+00
1.430304454e+00 1.276241594e+00 9.064265212e-02 7.935425988e-01 2.959511756e+00
2.726208905e-01 1.468156910e+00 2.689898080e-01 2.032673399e-01 2.368746766e+00
4.387926149e-01 1.514345926e+00 3.709165110e-01 3.631809127e-01 2.191039318e+00
5.887944719e-02 1.379873851e+00 1.702293412e-01 3.656358978e-01 2.490572898e+00
1.327002974e+00 8.342930958e-01 4.875088207e-03 1.706598599e-01 1.617567930e+00
5.974275879e-01 1.358277154e+00 3.961620910e-01 2.235130940e-01 2.215918480e+00
1.473883765e+00 1.394245012e+00 2.173795267e-01 8.223592332e-01 2.382242414e+00
6.719118170e-01 9.563523134e-01 7.450547092e-02 3.374534910e-01 2.095782301e+00
3.903972228e-01 1.097726973e+00 1.494365984e-01 2.471725484e-01 2.039486846e+00
1.559360674e+00 1.062809094e+00 3.280592329e-01 7.092303385e-01 2.878506769e+00
1.107091446e+00 1.333401907e+00 1.325828872e-01 5.282617865e-01 3.114153099e+00
1.110604088e-01 1.106849521e+00 2.419854740e-01 8.498517745e-01 2.175541400e+00
1.124251731e+00 9.237534065e-01 7.298629787e-02 4.663141049e-01 1.831629436e+00
5.339311976e-01 8.570815057e-01 3.925513298e-01 1.745976388e-01 3.006032205e+00
7.922064415e-01 1.306618414e+00 1.053590406e-02 1.036161047e-01 2.755992877e+00
1.074691685e+00 1.327930868e+00 3.334808631e-01 6.331993344e-01 2.011433745e+00
1.279047244e+00 8.771330726e-01 3.375610957e-01 4.725111698e-01 2.986070396e+00
1.163815414e+00 7.901620162e-01 1.711070245e-01 5.904698096e-01 2.760034856e+00
7.530647554e-01 1.241251519e+00 3.228706409e-01 4.922657990e-01 2.176190252e+00
2.290835744e-01 1.328725287e+00 2.332024853e-01 4.118625185e-01 2.775716924e+00
1.765889188e-01 1.326512419e+00 1.011196418e-02 5.858023101e-01 2.201087953e+00
4.059020393e-01 9.624311862e-01 7.740496856e-02 5.697698797e-01 1.813478707e+00
6.702035851e-01 1.141696768e+00 2.677420526e-01 7.965829544e-01 2.618917569e+00
1.057063438e+00 1.253565296e+00 2.807501244e-01 6.169464229e-01 1.889127307e+00
9.781817194e-01 1.004716135e+00 2.535010364e-01 2.849149729e-01 1.608668389e+00
9.473930833e-02 8.229548210e-01 2.026183575e-01 1.683201311e-01 2.707442198e+00
1.158817951e+00 1.306656355e+00 3.398924264e-01 2.033913707e-01 2.520282663e+00
2.598777745e-01 8.480606931e-01 1.639831259e-01 4.864112080e-01 1.913976118e+00
5.226401659e-01 1.130753832e+00 2.877974666e-01 7.182887975e-01 1.724162733e+00
1.360603919e+00 1.116002310e+00 1.523268537e-01 7.449449586e-01 1.776101682e+00
2.945109464e-01 8.030101256e-01 2.284023034e-01 6.265262797e-01 2.273907294e+00
2.967833583e-01 1.101306512e+00 2.609695334e-01 1.778049096e-01 2.740517725e+00
1.551165394e+00 1.326526345e+00 1.992967014e-01 6.448440460e-01 1.899121219e+00
5.900081873e-01 1.039866519e+00 3.968399834e-01 7.590953968e-01 2.102794076e+00
1.269571395e+00 1.060185262e+00 2.224594291e-01 7.833866579e-01 2.015737390e+00
6.228318363e-01 1.166296917e+00 4.941155783e-02 4.953889309e-01 2.680467531e+00
9.751209940e-01 8.288973543e-01 1.923306096e-01 5.020450481e-01 1.645160464e+00
1.034199767e+00 1.472000424e+00 2.864419314e-01 8.783659703e-01 2.934078008e+00
3.365135814e-01 1.298795637e+00 3.788496236e-01 3.818360485e-01 1.810537271e+00
2.377411282e-01 1.275847116e+00 3.905132885e-01 6.725483991e-01 1.797852090e+00
8.498683758e-01 1.021181289e+00 1.732168634e-01 1.970104680e-01 2.645517232e+00
1.835777049e-01 1.340775221e+00 3.550767088e-01 1.915590791e-01 2.009295398e+00
1.115836525e+00 1.503074178e+00 3.983498435e-01 5.976286789e-01 2.838307481e+00
5.504630718e-01 1.242014182e+00 2.750239534e-01 3.653314667e-01 2.068089082e+00
7.691702777e-01 1.293870209e+00 3.482757629e-01 7.459539438e-01 2.779960628e+00
8.883621739e-01 1.074908561e+00 7.336280066e-02 9.328677798e-01 2.085033074e+00
1.520965927e+00 1.563010299e+00 3.986905884e-01 6.008908798e-01 2.295011417e+00
3.228952144e-01 7.875666811e-01 2.371796034e-01 7.489059697e-01 2.161089194e+00
1.967428316e-01 1.351854233e+00 2.227259254e-01 1.234802592e-01 2.035554741e+00
1.222003975e+00 1.100493221e+00 8.880408590e-02 1.485322236e-01 2.260608241e+00
1.648126314e-02 1.436729406e+00 1.907415907e-01 1.001295840e-01 2.357048060e+00
1.558269311e+00 1.510372418e+00 3.494014871e-01 8.991250376e-01 2.841808790e+00
1.852203426e-01 1.494992535e+00 2.714374484e-01 6.530216695e-01 1.794188686e+00
1.813347114e-01 1.118922991e+00 1.468572667e-01 5.648520496e-01 2.675859893e+00
